Hour,Capacity Calculation [MWh],Capacity Allocation [MWh],Total volume risk [MWh],λ OBZ [€/MWh],λ zone 1 [€/MWh],λ zone 2 [€/MWh],λ zone 3 [€/MWh],Curtailment OWF 119 (z1) [MWh],Curtailment OWF 124 (z2) [MWh],Curtailment OWF 120 (z3) [MWh]
x2052,0.0,1892.79,1892.79,-1e-08,48.19,-1e-08,-1e-08,946.395,0.0,946.395
x2053,0.0,2032.250001,2032.250001,-1e-08,48.19,-1e-08,-1e-08,1016.1250005,0.0,1016.1250005
x2054,0.0,3266.1149985,3266.1149985,-1e-08,48.19,-1e-08,-1e-08,1088.7049995,1088.7049995,1088.7049995
x2055,241.7776819985147,2610.1692230578556,2851.9469050563703,-1e-08,48.19,-1e-08,-1e-08,576.6669040563704,1137.6400005,1137.6400005
x2056,312.02268199851414,2010.0873190014859,2322.110001,-1e-08,48.19,-1e-08,-1e-08,1161.0550005,0.0,1161.0550005
x2057,0.0,2752.7449985000003,2752.7449985000003,-0.0,48.19,-1e-08,-1e-08,1089.8749995,572.9949995000002,1089.8749995
x2058,0.0,1917.6,1917.6,-1e-08,48.53,-1e-08,-1e-08,958.8,0.0,958.8
x2059,0.0,2400.8977539605316,2400.8977539605316,-1e-08,65.64,8.85,-1e-08,748.4497220647536,817.5980313957781,834.8500005000001
x2060,0.0,2066.7130821518426,2066.7130821518426,-1e-08,65.64,8.85,-1e-08,585.3950522560647,732.0330303957782,749.2849995
x2061,0.0,1366.588030895778,1366.588030895778,-1e-08,65.64,8.85,-1e-08,0.0,674.6680308957781,691.9200000000001
x2062,0.0,1250.3280318957782,1250.3280318957782,-1e-08,48.53,8.85,-1e-08,0.0,616.5380313957781,633.7900005
x2063,0.0,1233.5292672875557,1233.5292672875557,-1e-08,48.19,8.85,-1e-08,87.59123639177778,564.343030895778,581.595
x2064,0.0,1049.0000386671325,1049.0000386671325,-1e-08,48.19,8.85,-1e-08,495.2250391671325,0.0,553.7749995
x2065,0.0,963.2843018314087,963.2843018314087,-1e-08,48.19,8.85,-1e-08,0.0,415.4793023314087,547.8049995
x2066,0.0,947.5787645375185,947.5787645375185,-1e-08,48.19,8.85,-1e-08,0.0,404.55876503751847,543.0199995
x2067,0.0,921.3535147132284,921.3535147132284,-1e-08,48.19,8.85,-1e-08,0.0,386.8535152132284,534.4999995
x2068,0.0,923.7532888413687,923.7532888413687,-1e-08,48.19,8.85,-1e-08,0.0,388.4132893413687,535.3399995
x2069,0.0,935.914633812975,935.914633812975,-1e-08,48.19,8.85,-1e-08,0.0,396.4046343129751,539.5099994999999
x2070,0.0,344.31165177038565,344.31165177038565,-1e-08,48.53,8.85,-1e-08,344.31165177038565,0.0,0.0
x2071,0.0,293.58786087653493,293.58786087653493,-0.0,65.64,8.85,-0.0,293.58786087653493,0.0,0.0
x2072,0.0,605.8105089815806,605.8105089815806,-0.0,65.64,-1e-08,-1e-08,175.00350948158064,0.0,430.8069995
x2073,0.0,779.8244548229688,779.8244548229688,-1e-08,65.64,-1e-08,-1e-08,244.81445482296908,525.945,9.064999999999714
x2075,0.0,129.6526383381119,129.6526383381119,-0.0,48.53,-1e-08,-0.0,129.6526383381119,0.0,0.0
x2076,0.0,156.35118437684514,156.35118437684514,-1e-08,48.19,-1e-08,-0.0,156.35118437684514,0.0,0.0
x2077,0.0,141.2179587734047,141.2179587734047,-1e-08,48.19,-0.0,-0.0,141.2179587734047,0.0,0.0
x2086,0.0,440.70234334523525,440.70234334523525,-1e-08,48.19,-1e-08,-0.0,103.23734384523526,0.0,337.4649995
x2087,0.0,891.8234552822789,891.8234552822789,-1e-08,47.42,-1e-08,-0.0,486.1434552822791,0.0,405.67999999999984
x2088,0.0,1130.2349522090362,1130.2349522090362,-1e-08,37.28,-1e-08,-0.0,672.8649522090362,0.0,457.3699999999999
x2089,0.0,1141.5811285776924,1141.5811285776924,-1e-08,37.28,-1e-08,-0.0,662.6361290776929,0.0,478.94499949999954
x2090,0.0,1195.8587757405285,1195.8587757405285,-1e-08,37.28,-1e-08,-1e-08,693.7037752405286,0.0,502.1550004999999
x2091,0.0,1245.1281285577238,1245.1281285577238,-1e-08,37.28,-1e-08,-1e-08,736.7681290577241,0.0,508.3599994999997
x2092,0.0,1270.6534628488848,1270.6534628488848,-1e-08,37.28,-1e-08,-1e-08,763.7884623488849,0.0,506.8650005
x2093,0.0,1243.4764628688545,1243.4764628688545,-1e-08,47.42,-1e-08,-0.0,747.576462368855,0.0,495.9000004999996
x2094,0.0,1068.0622095595336,1068.0622095595336,-1e-08,48.19,-1e-08,-0.0,598.7772100595334,0.0,469.28499950000014
x2095,0.0,1290.3754638833655,1290.3754638833655,-1e-08,48.53,-1e-08,-0.0,989.865,0.0,300.51046388336545
x2096,0.0,1480.3900010000002,1480.3900010000002,-1e-08,48.53,-1e-08,-1e-08,998.6350005,0.0,481.7550005000003
x2097,0.0,1465.0900010000005,1465.0900010000005,-1e-08,48.19,-1e-08,-1e-08,990.9850005,0.0,474.1050005000004
x2098,0.0,241.0893516914213,241.0893516914213,-1e-08,48.19,-1e-08,-1e-08,241.0893516914213,0.0,0.0
x2099,0.0,1397.429999,1397.429999,-1e-08,48.19,-1e-08,-1e-08,957.1549995,0.0,440.2749994999999
x2100,0.0,209.2068608911801,209.2068608911801,-1e-08,48.19,-1e-08,-1e-08,209.2068608911801,0.0,0.0
x2101,0.0,2321.3900015000004,2321.3900015000004,-1e-08,48.19,-1e-08,-1e-08,946.0900005,946.0900005,429.2100005000003
x2102,0.0,2368.2050000000004,2368.2050000000004,-1e-08,48.19,-1e-08,-1e-08,961.695,961.695,444.8150000000003
x2103,0.0,2444.39,2444.39,-1e-08,48.19,-1e-08,-1e-08,987.09,987.09,470.2099999999997
x2104,0.0,2493.4999985,2493.4999985,-1e-08,47.42,-1e-08,-1e-08,1003.4599995,1003.4599995,486.5799994999999
x2105,0.0,196.48443135609625,196.48443135609625,-1e-08,48.19,-1e-08,-1e-08,196.48443135609625,0.0,0.0
x2106,0.0,1483.91,1483.91,-1e-08,48.19,-1e-08,-1e-08,1000.395,0.0,483.5150000000001
x2107,0.0,1265.8687402586593,1265.8687402586593,-1e-08,48.53,-1e-08,-1e-08,1003.8850005,0.0,261.98373975865934
x2108,0.0,1023.0936384227015,1023.0936384227015,-1e-08,48.53,-1e-08,-1e-08,1000.2250005,0.0,22.86863792270151
x2109,0.0,1060.3949461424304,1060.3949461424304,-1e-08,48.19,-1e-08,-1e-08,993.975,0.0,66.41994614243049
x2110,0.0,1995.020001,1995.020001,-1e-08,48.19,-1e-08,-1e-08,997.5100005,0.0,997.5100005
x2111,0.0,2011.373032395778,2011.373032395778,-1e-08,48.19,-1e-08,-1e-08,1003.9150005,3.54303139577803,1003.9150005
x2112,0.0,2011.520001,2011.520001,-1e-08,47.42,-1e-08,-1e-08,1005.7600005,0.0,1005.7600005
x2113,0.0,2004.200001,2004.200001,-1e-08,37.28,-1e-08,-1e-08,1002.1000005,0.0,1002.1000005
x2114,0.0,2014.389999,2014.389999,-1e-08,37.28,-1e-08,-1e-08,1007.1949995,0.0,1007.1949995
x2115,0.0,2010.999999,2010.999999,-1e-08,37.28,-1e-08,-1e-08,1005.4999995,0.0,1005.4999995
x2116,0.0,1991.379999,1991.379999,-1e-08,37.28,-1e-08,-1e-08,995.6899995,0.0,995.6899995
x2117,0.0,1954.070001,1954.070001,-1e-08,47.42,-1e-08,-1e-08,977.0350005,0.0,977.0350005
x2118,0.0,1917.950001,1917.950001,-1e-08,48.19,-1e-08,-1e-08,958.9750005,0.0,958.9750005
x2119,0.0,1941.740001,1941.740001,-1e-08,48.53,-1e-08,-1e-08,970.8700005,0.0,970.8700005
x2120,0.0,2467.9849985,2467.9849985,-1e-08,48.53,-1e-08,-1e-08,994.9549995,478.0749994999999,994.9549995
x2121,0.0,2504.8550015,2504.8550015,-1e-08,48.53,-1e-08,-1e-08,1007.2450005,490.3650005,1007.2450005
x2122,0.0,3037.5599985,3037.5599985,-1e-08,48.53,-1e-08,-1e-08,1012.5199995,1012.5199995,1012.5199995
x2123,0.0,2569.94,2569.94,-1e-08,48.53,-1e-08,-1e-08,1028.94,512.06,1028.94
x2124,0.0,3150.585,3150.585,-1e-08,48.19,-1e-08,-1e-08,1050.195,1050.195,1050.195
x2125,0.0,3213.8550000000005,3213.8550000000005,-1e-08,48.19,-1e-08,-1e-08,1071.285,1071.285,1071.285
x2126,0.0,2771.3000015,2771.3000015,-1e-08,48.19,-1e-08,-1e-08,1096.0600005,579.1800005,1096.0600005
x2127,0.0,2842.6999984999998,2842.6999984999998,-1e-08,48.19,-1e-08,-1e-08,1119.8599995,602.9799994999998,1119.8599995
x2128,0.0,2848.0999985,2848.0999985,-0.0,48.19,-1e-08,-1e-08,1121.6599995,604.7799995,1121.6599995
x2129,0.0,2720.3449985,2720.3449985,-1e-08,48.53,-1e-08,-1e-08,1079.0749995,562.1949995,1079.0749995
x2130,0.0,2095.0707306254085,2095.0707306254085,-1e-08,65.64,-1e-08,-1e-08,1035.0700005,24.93072962540839,1035.0700005
x2131,0.0,979.8250005,979.8250005,-1e-08,65.64,0.2499850551935916,-1e-08,979.8250005,0.0,0.0
x2132,0.0,528.3286271100354,528.3286271100354,-1e-08,65.64,8.85,-1e-08,528.3286271100354,0.0,0.0
x2133,0.0,348.5193214218814,348.5193214218814,-1e-08,48.53,8.85,-1e-08,348.5193214218814,0.0,0.0
x2134,0.0,166.82167351736535,166.82167351736535,-1e-08,48.19,0.1835280261417324,-1e-08,166.82167351736535,0.0,0.0
x2135,0.0,1207.7753416314686,1207.7753416314686,-1e-08,48.19,0.1835280261417324,-1e-08,382.21034113146857,0.0,825.5650005
x2136,0.0,1310.9421685928592,1310.9421685928592,-1e-08,48.19,0.1835280261417295,-1e-08,504.3021685928591,0.0,806.64
x2137,0.0,1450.0645391406254,1450.0645391406254,-1e-08,47.42,-1e-08,-1e-08,636.8995391406254,0.0,813.165
x2138,0.0,1512.386081746047,1512.386081746047,-1e-08,47.42,-1e-08,-1e-08,678.0010812460471,0.0,834.3850004999999
x2139,0.0,1556.0456390577817,1556.0456390577817,-1e-08,47.42,-1e-08,-1e-08,711.6206390577818,0.0,844.425
x2140,0.0,1556.6638027994181,1556.6638027994181,-1e-08,47.42,0.1805955383268419,-1e-08,704.4488032994182,0.0,852.2149995
x2141,0.0,1543.9343371141758,1543.9343371141758,-1e-08,47.42,0.1805955383268411,-1e-08,683.3543371141757,0.0,860.58
x2142,0.0,636.3192303769613,636.3192303769613,-1e-08,47.42,0.1805955383268419,-1e-08,636.3192303769613,0.0,0.0
x2143,0.0,1757.257088052293,1757.257088052293,-1e-08,48.19,-1e-08,-1e-08,868.8270875522929,0.0,888.4300005
x2144,0.0,2295.4099985000003,2295.4099985000003,-1e-08,48.19,-1e-08,-1e-08,937.4299995,420.5499995,937.4299995
x2145,0.0,2949.5399985,2949.5399985,-1e-08,48.19,-1e-08,-1e-08,983.1799995,983.1799995,983.1799995
x2146,0.0,3025.305,3025.305,-1e-08,48.19,-1e-08,-1e-08,1008.435,1008.435,1008.435
x2147,0.0,3103.9799985,3103.9799985,-1e-08,48.53,-1e-08,-1e-08,1034.6599995,1034.6599995,1034.6599995
x2148,0.0,3150.7050015000004,3150.7050015000004,-1e-08,48.19,-1e-08,-1e-08,1050.2350005,1050.2350005,1050.2350005
x2149,0.0,3173.805,3173.805,-1e-08,48.19,-1e-08,-1e-08,1057.935,1057.935,1057.935
x2150,0.0,3160.62,3160.62,-1e-08,48.19,-1e-08,-1e-08,1053.54,1053.54,1053.54
x2151,0.0,3091.9500000000003,3091.9500000000003,-1e-08,47.42,-1e-08,-1e-08,1030.65,1030.65,1030.65
x2152,0.0,2949.435,2949.435,-1e-08,47.42,-1e-08,-1e-08,983.145,983.145,983.145
x2153,0.0,2227.58,2227.58,-0.0,48.19,-1e-08,-1e-08,914.82,397.9399999999998,914.82
x2154,0.0,1680.009999,1680.009999,-1e-08,48.19,-1e-08,-1e-08,840.0049995,0.0,840.0049995
x2155,0.0,2029.0832737136216,2029.0832737136216,-1e-08,48.19,8.85,-1e-08,507.7552428178436,752.038030895778,769.29
x2156,0.0,1848.5666493903936,1848.5666493903936,-1e-08,48.19,8.85,-1e-08,417.5786174946154,706.8680313957781,724.1200005000001
x2157,0.0,1718.1612122687343,1718.1612122687343,-1e-08,48.19,8.85,-1e-08,353.43318137295626,673.738030895778,690.99
x2158,0.0,1607.932821092595,1607.932821092595,-1e-08,48.19,8.85,-1e-08,296.40478919681686,647.1380313957781,664.3900005
x2159,0.0,1516.2911216712976,1516.2911216712976,-1e-08,47.42,8.85,-1e-08,247.33308977551928,625.8530313957782,643.1050005000001
x2160,0.0,1427.0354514225187,1427.0354514225187,-1e-08,47.42,8.85,-1e-08,197.81742052674053,605.9830308957781,623.235
x2161,0.0,1356.6821400109047,1356.6821400109047,-1e-08,37.28,8.85,-1e-08,159.36410811512667,590.033031395778,607.2850005
x2162,0.0,1286.9155357536497,1286.9155357536497,-1e-08,37.28,8.85,-1e-08,119.99750585787166,574.8330303957781,592.0849995
x2163,0.0,1203.8091890230303,1203.8091890230303,-1e-08,37.28,8.85,-1e-08,72.4011571272523,557.0780313957781,574.3300005
x2164,0.0,1109.380250328128,1109.380250328128,-1e-08,37.28,8.85,-1e-08,17.18221843234994,537.4730313957781,554.7250005
x2165,0.0,995.1724742688219,995.1724742688219,-1e-08,37.28,8.85,-1e-08,0.0,464.3624747688219,530.8099995
x2166,0.0,860.6574649359102,860.6574649359102,-1e-08,36.05,8.85,-1e-08,0.0,357.9224644359101,502.7350005
x2167,0.0,848.0872950011649,848.0872950011649,-1e-08,37.28,0.1419781013878278,-1e-08,0.0,351.8922945011648,496.1950005
x2168,0.0,210.4865775330142,210.4865775330142,-1e-08,37.28,-1e-08,-1e-08,210.4865775330142,0.0,0.0
x2169,0.0,72.05732905871167,72.05732905871167,-1e-08,37.28,-1e-08,-1e-08,72.05732905871167,0.0,0.0
x2170,0.0,183.91943075699575,183.91943075699575,-1e-08,36.05,-1e-08,-1e-08,183.91943075699575,0.0,0.0
x2171,0.0,194.82715468435637,194.82715468435637,-1e-08,36.05,-1e-08,-1e-08,194.82715468435637,0.0,0.0
x2172,0.0,216.20416083084217,216.20416083084217,-1e-08,36.05,-1e-08,-1e-08,216.20416083084217,0.0,0.0
x2173,0.0,237.29342465045005,237.29342465045005,-1e-08,36.05,-1e-08,-1e-08,237.29342465045005,0.0,0.0
x2174,0.0,246.14474981509585,246.14474981509585,-1e-08,36.05,-1e-08,-1e-08,246.14474981509585,0.0,0.0
x2175,0.0,743.9691838968151,743.9691838968151,-0.0,36.05,-1e-08,-1e-08,236.40918439681508,0.0,507.5599995
x2177,0.0,960.519999,960.519999,-1e-08,37.28,-1e-08,-1e-08,480.2599995,0.0,480.2599995
x2178,0.0,462.255,462.255,-0.0,47.42,0.1805955383268419,-1e-08,0.0,0.0,462.255
x2179,0.0,397.1931437954339,397.1931437954339,-1e-08,48.19,8.85,-1e-08,213.9935442954344,0.0,183.19959949999952
x2180,0.0,199.21957441168215,199.21957441168215,-0.0,48.19,8.85,-0.0,199.21957441168215,0.0,0.0
x2181,0.0,177.4176855830813,177.4176855830813,-1e-08,48.19,8.85,-0.0,177.4176855830813,0.0,0.0
x2182,0.0,165.18978146088716,165.18978146088716,-1e-08,48.19,8.85,-0.0,165.18978146088716,0.0,0.0
x2183,0.0,146.87770240573604,146.87770240573604,-1e-08,47.42,8.85,-0.0,146.87770240573604,0.0,0.0
x2184,0.0,120.33536183341596,120.33536183341596,-0.0,37.28,8.85,-0.0,120.33536183341596,0.0,0.0
x2185,0.0,88.12477633111143,88.12477633111143,-0.0,37.28,8.85,-0.0,88.12477633111143,0.0,0.0
x2186,0.0,41.0139501342926,41.0139501342926,-0.0,36.05,8.85,-0.0,41.0139501342926,0.0,0.0
x2187,0.0,2.9991688763768707,2.9991688763768707,-1e-08,36.05,8.85,-0.0,2.9991688763768707,0.0,0.0
x2193,0.0,178.67500049999998,178.67500049999998,-0.0,48.53,-0.0,-0.0,178.67500049999998,0.0,0.0
x2218,0.0,63.7271730838736,63.7271730838736,-1e-08,47.42,-1e-08,-0.0,63.7271730838736,0.0,0.0
x2220,0.0,173.96778663410026,173.96778663410026,-0.0,37.28,-1e-08,-0.0,173.96778663410026,0.0,0.0
x2221,0.0,455.2600005,455.2600005,-0.0,36.05,-1e-08,-0.0,455.2600005,0.0,0.0
x2222,0.0,475.365,475.365,-1e-08,36.05,-1e-08,-0.0,475.365,0.0,0.0
x2223,0.0,486.0100005000001,486.0100005000001,-1e-08,36.05,-1e-08,-0.0,486.0100005000001,0.0,0.0
x2224,0.0,240.0004369633917,240.0004369633917,-0.0,36.05,-1e-08,-0.0,240.0004369633917,0.0,0.0
x2324,0.0,513.5987824340999,513.5987824340999,-0.0,76.86,8.85,-0.0,0.0,513.5987824340999,0.0
x2325,0.0,418.3048274733621,418.3048274733621,-0.0,66.57,8.85,-0.0,0.0,418.3048274733621,0.0
x2326,0.0,346.0389457009645,346.0389457009645,-0.0,48.53,8.85,-0.0,346.0389457009645,0.0,0.0
x2327,0.0,281.03628314350954,281.03628314350954,-1e-08,48.19,8.85,-0.0,281.03628314350954,0.0,0.0
x2328,0.0,224.8794238304424,224.8794238304424,-1e-08,48.19,8.85,-0.0,224.8794238304424,0.0,0.0
x2329,0.0,190.05062022080983,190.05062022080983,-1e-08,48.19,8.85,-1e-08,190.05062022080983,0.0,0.0
x2331,0.0,601.9164936260421,601.9164936260421,-1e-08,48.19,8.85,-1e-08,173.89149362604212,0.0,428.025
x2332,0.0,176.93915205372184,176.93915205372184,-0.0,48.19,8.85,-1e-08,176.93915205372184,0.0,0.0
x2333,0.0,160.5005148479836,160.5005148479836,-1e-08,48.19,8.85,-1e-08,160.5005148479836,0.0,0.0
x2334,0.0,123.64155765711098,123.64155765711098,-0.0,65.64,37.06,-0.0,123.64155765711098,0.0,0.0
x2335,0.0,91.75677839919511,91.75677839919511,-0.0,66.57,37.06,-0.0,91.75677839919511,0.0,0.0
x2336,0.0,78.77022124860787,78.77022124860787,-1e-08,66.57,8.85,-0.0,78.77022124860787,0.0,0.0
x2337,0.0,83.39334511288621,83.39334511288621,-0.0,65.64,8.85,-0.0,83.39334511288621,0.0,0.0
x2338,0.0,165.41534887741705,165.41534887741705,-0.0,65.64,8.85,-0.0,165.41534887741705,0.0,0.0
x2339,0.0,329.63791732159723,329.63791732159723,-0.0,48.53,8.85,-0.0,329.63791732159723,0.0,0.0
x2340,0.0,419.6229967419929,419.6229967419929,-0.0,48.53,8.85,-0.0,0.0,419.6229967419929,0.0
x2341,0.0,438.0069977079511,438.0069977079511,-0.0,48.53,8.85,-0.0,0.0,438.0069977079511,0.0
x2342,0.0,410.0804207347087,410.0804207347087,-0.0,48.53,8.85,-0.0,0.0,410.0804207347087,0.0
x2343,0.0,500.5900005,500.5900005,-0.0,48.53,-1e-08,-0.0,500.5900005,0.0,0.0
x2345,0.0,310.9122557917923,310.9122557917923,-0.0,65.64,8.85,-0.0,310.9122557917923,0.0,0.0
x2346,0.0,509.7443898178709,509.7443898178709,-0.0,65.64,8.85,-0.0,0.0,509.7443898178709,0.0
x2347,0.0,614.943030395778,614.943030395778,-0.0,66.57,8.85,-0.0,0.0,614.943030395778,0.0
x2348,0.0,644.5830303957781,644.5830303957781,-0.0,65.64,8.85,-0.0,0.0,644.5830303957781,0.0
x2352,0.0,505.3939457030908,505.3939457030908,-0.0,47.42,-1e-08,-0.0,505.3939457030908,0.0,0.0
x2353,0.0,13.815603658897544,13.815603658897544,-1e-08,47.42,-1e-08,-1e-08,0.0,0.0,13.815603658897544
x2354,0.0,174.23089665102407,174.23089665102407,-1e-08,37.28,-1e-08,-1e-08,174.23089665102407,0.0,0.0
x2355,0.0,173.31325248818894,173.31325248818894,-1e-08,37.28,-1e-08,-1e-08,173.31325248818894,0.0,0.0
x2356,0.0,14.955296933709178,14.955296933709178,-1e-08,37.28,-1e-08,-1e-08,14.955296933709178,0.0,0.0
x2358,0.0,564.422124312354,564.422124312354,-0.0,47.42,-1e-08,-0.0,564.422124312354,0.0,0.0
x2362,0.0,469.7968929791084,469.7968929791084,-0.0,48.19,-1e-08,-0.0,469.7968929791084,0.0,0.0
x2366,0.0,374.65006374122015,374.65006374122015,-0.0,48.19,-1e-08,-0.0,374.65006374122015,0.0,0.0
x2367,0.0,603.904039580199,603.904039580199,-0.0,48.19,8.85,-0.0,0.0,603.904039580199,0.0
x2439,0.0,244.75484505862755,244.75484505862755,-1e-08,76.86,8.85,-0.0,244.75484505862755,0.0,0.0
x2441,0.0,577.8398018735572,577.8398018735572,-0.0,76.86,8.85,-0.0,0.0,577.8398018735572,0.0
x2442,0.0,681.193030895778,681.193030895778,-0.0,76.86,8.85,-0.0,0.0,681.193030895778,0.0
x2443,0.0,738.528030395778,738.528030395778,-0.0,78.52,8.85,-0.0,0.0,738.528030395778,0.0
x2444,0.0,749.813031395778,749.813031395778,-0.0,76.86,8.85,-0.0,0.0,749.813031395778,0.0
x2445,0.0,738.0680313957779,738.0680313957779,-0.0,66.57,8.85,-0.0,0.0,738.0680313957779,0.0
x2446,0.0,706.688031395778,706.688031395778,-0.0,65.64,8.85,-0.0,0.0,706.688031395778,0.0
x2447,0.0,680.1880308957781,680.1880308957781,-0.0,48.53,8.85,-0.0,0.0,680.1880308957781,0.0
x2448,0.0,662.7730308957781,662.7730308957781,-0.0,48.19,8.85,-0.0,0.0,662.7730308957781,0.0
x2453,0.0,685.4030313957779,685.4030313957779,-0.0,48.53,8.85,-0.0,0.0,685.4030313957779,0.0
x2454,0.0,724.9630308957782,724.9630308957782,-0.0,66.57,8.85,-0.0,0.0,724.9630308957782,0.0
x2455,0.0,752.948031395778,752.948031395778,-0.0,76.86,8.85,-0.0,0.0,752.948031395778,0.0
x2456,0.0,763.3280313957781,763.3280313957781,-0.0,76.86,8.85,-0.0,0.0,763.3280313957781,0.0
x2457,0.0,340.1656060904229,340.1656060904229,-1e-08,76.86,-1e-08,-1e-08,57.15560609042311,0.0,283.00999999999976
x2459,0.0,2218.6298907441783,2218.6298907441783,-1e-08,66.57,-1e-08,-1e-08,732.2798907441784,743.175,743.175
x2460,0.0,2018.8580148943142,2018.8580148943142,-1e-08,65.64,-1e-08,-1e-08,639.4680138943141,689.6950005,689.6950005
x2461,0.0,1360.3389412363347,1360.3389412363347,-1e-08,66.57,-1e-08,-1e-08,652.6900005,652.6900005,54.95894023633468
x2462,0.0,1296.818100725445,1296.818100725445,-1e-08,66.57,-1e-08,-1e-08,636.8650005000001,636.8650005000001,23.088099725444863
x2464,0.0,447.838414314434,447.838414314434,-1e-08,76.86,-1e-08,-1e-08,447.838414314434,0.0,0.0
x2465,0.0,673.983030395778,673.983030395778,-0.0,66.57,8.85,-0.0,0.0,673.983030395778,0.0
x2466,0.0,739.313031395778,739.313031395778,-0.0,76.86,8.85,-0.0,0.0,739.313031395778,0.0
x2467,0.0,784.788030395778,784.788030395778,-0.0,76.86,8.85,-0.0,0.0,784.788030395778,0.0
x2468,0.0,790.7330313957781,790.7330313957781,-0.0,76.86,8.85,-0.0,0.0,790.7330313957781,0.0
x2469,0.0,758.353030895778,758.353030895778,-0.0,66.57,8.85,-0.0,0.0,758.353030895778,0.0
x2470,0.0,704.783031395778,704.783031395778,-0.0,65.64,8.85,-0.0,0.0,704.783031395778,0.0
x2471,0.0,626.228031395778,626.228031395778,-0.0,48.53,8.85,-0.0,0.0,626.228031395778,0.0
x2472,0.0,539.253030395778,539.253030395778,-0.0,48.19,8.85,-0.0,0.0,539.253030395778,0.0
x2473,0.0,322.7806839860543,322.7806839860543,-1e-08,48.19,8.85,-0.0,322.7806839860543,0.0,0.0
x2474,0.0,208.15143176339157,208.15143176339157,-0.0,48.19,8.85,-0.0,208.15143176339157,0.0,0.0
x2482,0.0,113.0551291383532,113.0551291383532,-0.0,66.57,-0.0,-0.0,113.0551291383532,0.0,0.0
x2486,0.0,267.2200005,267.2200005,-0.0,65.64,-0.0,-0.0,267.2200005,0.0,0.0
x2498,0.0,671.433030395778,671.433030395778,-0.0,48.19,8.85,-0.0,0.0,671.433030395778,0.0
x2500,0.0,108.0593823772452,108.0593823772452,-0.0,48.19,8.85,-0.0,108.0593823772452,0.0,0.0
x2502,0.0,155.45422602176484,155.45422602176484,-1e-08,65.64,8.85,-0.0,0.0,1.923031395778139,153.5311946259867
x2503,0.0,306.5879285895479,306.5879285895479,-1e-08,76.86,8.85,-0.0,0.0,39.97303039577798,266.61489819376993
x2504,29.017681998514036,390.15669748569564,419.1743794842097,-1e-08,76.86,8.85,-0.0,0.0,66.3480313957781,352.8263480884316
x2505,58.072678998514675,766.3859314294949,824.4586104280096,-0.0,76.86,8.85,-0.0,824.4586104280096,0.0,0.0
x2506,0.0,906.9404029413214,906.9404029413214,-0.0,76.86,0.2927155919249281,-0.0,906.9404029413214,0.0,0.0
x2507,0.0,481.1677753004394,481.1677753004394,-1e-08,76.86,-0.0,-0.0,50.20277480043913,0.0,430.9650005000003
x2512,0.0,542.5500044719062,542.5500044719062,-0.0,65.64,0.2499850551935907,-0.0,542.5500044719062,0.0,0.0
x2513,0.0,274.44707001408534,274.44707001408534,-0.0,65.64,8.85,-0.0,274.44707001408534,0.0,0.0
x2523,0.0,499.28078006160047,499.28078006160047,-0.0,48.19,8.85,-0.0,0.0,499.28078006160047,0.0
x2524,0.0,628.1080308957781,628.1080308957781,-0.0,48.19,8.85,-0.0,0.0,628.1080308957781,0.0
x2526,0.0,726.593031395778,726.593031395778,-0.0,48.19,8.85,-0.0,0.0,726.593031395778,0.0
x2527,0.0,769.278030395778,769.278030395778,-0.0,48.19,8.85,-0.0,0.0,769.278030395778,0.0
x2528,0.0,806.6180313957781,806.6180313957781,-0.0,48.53,8.85,-0.0,0.0,806.6180313957781,0.0
x2530,0.0,832.183030895778,832.183030895778,-0.0,48.53,8.85,-0.0,0.0,832.183030895778,0.0
x2536,0.0,752.3230308957781,752.3230308957781,-0.0,48.19,8.85,-0.0,0.0,752.3230308957781,0.0
x2537,0.0,754.9780308957783,754.9780308957783,-0.0,48.19,8.85,-0.0,0.0,754.9780308957783,0.0
x2538,0.0,740.5530303957781,740.5530303957781,-0.0,48.53,8.85,-0.0,0.0,740.5530303957781,0.0
x2539,0.0,710.2130313957781,710.2130313957781,-0.0,48.53,8.85,-0.0,0.0,710.2130313957781,0.0
x2540,0.0,669.828030395778,669.828030395778,-0.0,48.53,8.85,-0.0,0.0,669.828030395778,0.0
x2546,0.0,165.05760003290993,165.05760003290993,-1e-08,37.28,8.85,-0.0,165.05760003290993,0.0,0.0
x2547,0.0,154.86338545464332,154.86338545464332,-1e-08,37.28,8.85,-0.0,154.86338545464332,0.0,0.0
x2549,0.0,194.7333656319886,194.7333656319886,-1e-08,37.28,8.85,-0.0,194.7333656319886,0.0,0.0
x2550,0.0,197.8614738033873,197.8614738033873,-0.0,37.28,8.85,-0.0,197.8614738033873,0.0,0.0
x2551,0.0,166.94548333244938,166.94548333244938,-1e-08,37.28,8.85,-0.0,166.94548333244938,0.0,0.0
x2552,0.0,110.5187934232772,110.5187934232772,-1e-08,47.42,8.85,-0.0,110.5187934232772,0.0,0.0
x2553,0.0,102.6584616751785,102.6584616751785,-0.0,48.19,0.1835280261417295,-0.0,102.6584616751785,0.0,0.0
x2554,0.0,24.799838232404568,24.799838232404568,-0.0,48.19,8.85,-0.0,24.799838232404568,0.0,0.0
x2555,0.0,36.94987487771459,36.94987487771459,-1e-08,48.19,8.85,-0.0,36.94987487771459,0.0,0.0
x2556,0.0,56.11846167154931,56.11846167154931,-1e-08,48.19,8.85,-0.0,56.11846167154931,0.0,0.0
