Hour,Capacity Calculation [MWh],Capacity Allocation [MWh],Total volume risk [MWh],λ OBZ [€/MWh],λ zone 1 [€/MWh],λ zone 2 [€/MWh],λ zone 3 [€/MWh],Curtailment OWF 119 (z1) [MWh],Curtailment OWF 124 (z2) [MWh],Curtailment OWF 120 (z3) [MWh]
x651,0.0,612.5351498637864,612.5351498637864,-0.0,48.53,8.85,-0.0,612.5351498637864,0.0,0.0
x652,31.70267899851433,836.5699193754047,868.272598373919,-0.0,48.53,0.1848228908911671,-0.0,801.0295679781409,67.24303039577808,0.0
x653,61.357678998514984,665.3482599019943,726.7059389005093,-1e-08,48.19,0.1835280261417295,-1e-08,166.08593940050912,0.0,560.6199995000002
x654,97.65768049851431,962.4439465658461,1060.1016270643604,-1e-08,48.19,-1e-08,-1e-08,487.3816270643607,0.0,572.7199999999998
x655,208.89768049851455,1186.392989591246,1395.2906700897606,-1e-08,48.19,-1e-08,-1e-08,1126.68,0.0,268.61067008976056
x656,318.78768049851396,2007.832319501486,2326.62,-1e-08,48.53,-1e-08,-1e-08,1163.31,0.0,1163.31
x657,479.0026789985145,2170.7703503972634,2649.773029395778,-1e-08,48.53,-1e-08,-1e-08,1216.7149995,216.3430303957781,1216.7149995
x658,552.9526819985144,2170.7703503972634,2723.723032395778,-1e-08,65.64,-1e-08,-1e-08,1241.3650005,240.99303139577808,1241.3650005
x659,414.4046389996706,2256.5797452600114,2670.984384259682,-1e-08,65.64,-1e-08,-1e-08,1261.2049995,148.574385259682,1261.2049995
x660,198.7698900652981,2976.6373057913133,3175.4071958566115,-1e-08,65.64,-1e-08,-1e-08,1273.8400005,627.7271948566112,1273.8400005
x661,663.0376804985144,2170.7703503972634,2833.808030895778,-1e-08,48.53,-1e-08,-1e-08,1278.06,277.68803089577807,1278.06
x662,636.3676789985143,1901.9723200014855,2538.339999,-1e-08,48.53,-1e-08,-1e-08,1269.1699995,0.0,1269.1699995
x663,592.6726789985146,1916.5373200014856,2509.209999,-1e-08,48.53,-1e-08,-1e-08,1254.6049995,0.0,1254.6049995
x664,586.372678998514,1918.637320001486,2505.009999,-1e-08,48.53,-1e-08,-1e-08,1252.5049995,0.0,1252.5049995
x665,604.9726819985149,1912.4373190014853,2517.410001,-1e-08,48.53,-1e-08,-1e-08,1258.7050005,0.0,1258.7050005
x666,616.6726819985151,1908.5373190014852,2525.2100010000004,-1e-08,65.64,-1e-08,-1e-08,1262.6050005000002,0.0,1262.6050005000002
x667,604.9726819985149,1912.4373190014853,2517.410001,-1e-08,66.57,0.2535268911258472,-1e-08,1258.7050005,0.0,1258.7050005
x668,594.0226789985136,1916.0873200014862,2510.109999,-1e-08,66.57,0.2535268911258725,-1e-08,1255.0549995,0.0,1255.0549995
x669,582.4726819985149,1919.9373190014853,2502.410001,-1e-08,65.64,-1e-08,-1e-08,1251.2050005,0.0,1251.2050005
x670,571.2226819985149,1923.6873190014853,2494.910001,-1e-08,48.53,-1e-08,-1e-08,1247.4550005,0.0,1247.4550005
x671,568.8226789985147,1924.4873200014854,2493.309999,-1e-08,48.53,-1e-08,-1e-08,1246.6549995,0.0,1246.6549995
x672,577.2226804985139,1921.687319501486,2498.91,-1e-08,48.19,-1e-08,-1e-08,1249.455,0.0,1249.455
x673,580.2226819985149,1920.6873190014853,2500.910001,-1e-08,48.19,-1e-08,-1e-08,1250.4550005,0.0,1250.4550005
x674,421.664539074432,2210.91984668525,2632.584385759682,-1e-08,48.19,-1e-08,-1e-08,1248.405,135.774385759682,1248.405
x675,563.4226789985141,1926.2873200014856,2489.7099989999997,-1e-08,47.42,-1e-08,-1e-08,1244.8549994999998,0.0,1244.8549994999998
x676,264.76149325397,2343.072892505712,2607.834385759682,-1e-08,47.42,-1e-08,-1e-08,1240.155,127.524385759682,1240.155
x677,225.55683884358177,2366.9775469161004,2592.534385759682,-1e-08,37.28,-1e-08,-1e-08,1235.055,122.42438575968208,1235.055
x678,112.02644266941343,3034.1731432489764,3146.19958591839,-1e-08,37.28,-1e-08,-1e-08,1223.9050005,698.3895849183901,1223.9050005
x679,0.0,3120.99411895881,3120.99411895881,-1e-08,36.05,-1e-08,-1e-08,1209.0049995000002,702.9841199588097,1209.0049995000002
x680,0.0,3017.9099754747085,3017.9099754747085,-1e-08,37.28,-1e-08,-1e-08,1190.5549995,636.799976474709,1190.5549995
x681,382.7326804985146,1986.5173195014854,2369.25,-1e-08,47.42,-1e-08,-1e-08,1184.625,0.0,1184.625
x682,234.55274370863208,3305.927254791368,3540.4799985,-1e-08,48.19,-1e-08,-1e-08,1180.1599995,1180.1599995,1180.1599995
x683,269.34150462056004,2079.21849437944,2348.559999,-1e-08,48.19,-1e-08,-1e-08,1174.2799995,1174.2799995,0.0
x684,0.0,2974.0400000000004,2974.0400000000004,-1e-08,48.19,-1e-08,-1e-08,1163.64,646.7600000000002,1163.64
x685,182.71056317987177,2174.00882407981,2356.7193872596818,-1e-08,48.53,-1e-08,-1e-08,1156.4500005,43.819386259682005,1156.4500005
x686,256.58268199851454,2028.5673190014854,2285.150001,-1e-08,48.19,-1e-08,-1e-08,1142.5750005,0.0,1142.5750005
x687,0.0,2747.2700014999996,2747.2700014999996,-1e-08,48.19,-1e-08,-1e-08,1088.0500005,571.1700004999998,1088.0500005
x688,0.0,1960.6150247072555,1960.6150247072555,-1e-08,48.19,-1e-08,-1e-08,972.3650252072556,0.0,988.2499995
x689,0.0,1589.0857014227893,1589.0857014227893,-1e-08,48.19,-1e-08,-1e-08,734.2557009227893,0.0,854.8300005
x691,0.0,519.0723406455162,519.0723406455162,-0.0,65.64,8.85,-0.0,0.0,519.0723406455162,0.0
x692,0.0,447.12960279744095,447.12960279744095,-0.0,65.64,8.85,-0.0,0.0,447.12960279744095,0.0
x693,0.0,429.43035670364,429.43035670364,-0.0,48.53,8.85,-0.0,0.0,429.43035670364,0.0
x694,0.0,439.5733937141943,439.5733937141943,-0.0,48.53,8.85,-0.0,0.0,439.5733937141943,0.0
x695,0.0,439.2584196666252,439.2584196666252,-0.0,48.53,8.85,-0.0,0.0,439.2584196666252,0.0
x698,0.0,379.9111976328708,379.9111976328708,-0.0,48.19,0.1835280261417295,-0.0,379.9111976328708,0.0,0.0
x745,344.8589249288202,2298.7054608308613,2643.5643857596815,-1e-08,48.19,-1e-08,-1e-08,1252.0649999999998,139.43438575968185,1252.0649999999998
x746,272.0118373435821,2366.9775469161,2638.989384259682,-1e-08,47.42,-1e-08,-1e-08,1250.5399995,137.90938525968204,1250.5399995
x747,278.9378940034103,2363.3064932562716,2642.244387259682,-1e-08,47.42,-1e-08,-1e-08,1251.6250005,138.99438625968196,1251.6250005
x748,282.66394690001107,2355.8004403596706,2638.4643872596816,-1e-08,47.42,-1e-08,-1e-08,1250.3650005,137.73438625968197,1250.3650005
x749,566.9176804985145,3153.8903503972633,3720.808030895778,-1e-08,47.42,-1e-08,-1e-08,1246.02,1228.768030895778,1246.02
x750,537.6376789985138,1934.8823200014858,2472.5199989999996,-1e-08,48.19,-1e-08,-1e-08,1236.2599994999998,0.0,1236.2599994999998
x751,277.91533441188267,2274.7340528477994,2552.649387259682,-1e-08,48.19,-1e-08,-1e-08,1221.7600005,109.12938625968197,1221.7600005
x752,470.15268199851425,2170.770350397264,2640.923032395778,-1e-08,48.19,-1e-08,-1e-08,1213.7650005,213.39303139577817,1213.7650005
x753,460.20768199851454,2170.7703503972634,2630.978032395778,-1e-08,48.53,-1e-08,-1e-08,1210.4500005,210.0780313957781,1210.4500005
x754,175.53246336777465,2252.8175366322253,2428.35,-1e-08,48.53,-1e-08,-1e-08,1214.175,0.0,1214.175
x755,269.7373153931362,2186.0326846068638,2455.77,-1e-08,48.19,-1e-08,-1e-08,1227.885,1227.885,0.0
x756,22.499651102736152,3670.770350397264,3693.2700015,-1e-08,48.19,-1e-08,-1e-08,1231.0900005,1231.0900005,1231.0900005
x757,4.859651102735825,3670.770350397264,3675.6300014999997,-1e-08,48.19,-1e-08,-1e-08,1225.2100005,1225.2100005,1225.2100005
x758,0.0,3635.3399985,3635.3399985,-1e-08,48.19,-1e-08,-1e-08,1211.7799995,1211.7799995,1211.7799995
x759,81.9386175995478,3484.326380900452,3566.2649985,-1e-08,48.19,-1e-08,-1e-08,1188.7549995,1188.7549995,1188.7549995
x760,0.0,3500.5499999999997,3500.5499999999997,-1e-08,48.19,-1e-08,-1e-08,1166.85,1166.85,1166.85
x761,107.32481129520511,2233.187731164115,2340.5125424593202,-1e-08,48.19,-1e-08,-1e-08,1152.2050005,36.10254145932026,1152.2050005
x762,291.2326819985142,2017.0173190014857,2308.250001,-1e-08,48.19,-1e-08,-1e-08,1154.1250005,0.0,1154.1250005
x763,299.6026819985141,2014.2273190014857,2313.830001,-1e-08,48.53,-1e-08,-1e-08,1156.9150005,0.0,1156.9150005
x764,298.4626789985141,2014.6073200014857,2313.069999,-1e-08,48.53,-1e-08,-1e-08,1156.5349995,0.0,1156.5349995
x765,330.0226819985146,2004.0873190014854,2334.110001,-1e-08,48.53,-1e-08,-1e-08,1167.0550005,0.0,1167.0550005
x766,355.38767899851473,1995.6323200014854,2351.019999,-1e-08,48.19,-1e-08,-1e-08,1175.5099995,0.0,1175.5099995
x767,348.7426819985144,1997.8473190014856,2346.590001,-1e-08,48.19,-1e-08,-1e-08,1173.2950005,0.0,1173.2950005
x768,349.58267899851444,1997.5673200014858,2347.149999,-1e-08,47.42,-1e-08,-1e-08,1173.5749995,0.0,1173.5749995
x769,302.8126804985145,3153.8903503972633,3456.703030895778,-1e-08,37.28,-1e-08,-1e-08,1157.985,1140.733030895778,1157.985
x770,0.0,2537.3255672592627,2537.3255672592627,-1e-08,37.28,-1e-08,-1e-08,1111.4500005,314.42556625926284,1111.4500005
x771,32.45268049851484,2170.7703503972634,2203.2230308957783,-1e-08,37.28,-1e-08,-1e-08,1067.865,67.49303089577813,1067.865
x772,0.0,2147.408032395778,2147.408032395778,-1e-08,37.28,-1e-08,-1e-08,1049.2600005,48.88803139577806,1049.2600005
x773,85.13268199851427,2170.770350397264,2255.903032395778,-1e-08,37.28,-1e-08,-1e-08,1085.4250005,85.05303139577825,1085.4250005
x774,216.9976804985149,2170.7703503972634,2387.7680308957783,-1e-08,36.05,-1e-08,-1e-08,1129.38,129.00803089577823,1129.38
x775,304.3876804985143,2012.6323195014857,2317.02,-1e-08,36.05,-1e-08,-1e-08,1158.51,0.0,1158.51
x776,0.0,3472.3350000000005,3472.3350000000005,-1e-08,37.28,-1e-08,-1e-08,1157.4450000000002,1157.4450000000002,1157.4450000000002
x777,0.0,2809.88,2809.88,-1e-08,37.28,-1e-08,-1e-08,1108.92,592.04,1108.92
x778,0.0,2579.1799985,2579.1799985,-1e-08,37.28,-1e-08,-1e-08,1032.0199995,515.1399994999999,1032.0199995
x779,0.0,2806.425,2806.425,-1e-08,47.42,-1e-08,-1e-08,935.475,935.475,935.475
x780,0.0,2558.7,2558.7,-1e-08,47.42,-1e-08,-1e-08,852.9,852.9,852.9
x781,0.0,2360.295,2360.295,-1e-08,47.42,-1e-08,-1e-08,786.7650000000001,786.7650000000001,786.7650000000001
x782,0.0,2199.15,2199.15,-1e-08,37.28,-1e-08,-1e-08,733.0500000000001,733.0500000000001,733.0500000000001
x783,0.0,2080.7400015,2080.7400015,-1e-08,47.42,-1e-08,-1e-08,693.5800005,693.5800005,693.5800005
x784,0.0,1449.621682163062,1449.621682163062,-1e-08,47.42,-1e-08,-1e-08,657.045,135.5316821630621,657.045
x785,0.0,621.0949995,621.0949995,-1e-08,48.19,-1e-08,-1e-08,0.0,0.0,621.0949995
x786,0.0,1274.175751981251,1274.175751981251,-1e-08,48.19,8.85,-1e-08,117.70772108547294,569.6080308957781,586.86
x787,0.0,1127.618029895778,1127.618029895778,-1e-08,48.53,8.85,-1e-08,0.0,555.183030395778,572.4349995
x788,0.0,1073.838031895778,1073.838031895778,-1e-08,65.64,37.06,-1e-08,0.0,528.293031395778,545.5450005
x790,0.0,196.2337016695751,196.2337016695751,-1e-08,65.64,37.06,-0.0,196.2337016695751,0.0,0.0
x791,0.0,99.74444878287318,99.74444878287318,-1e-08,48.53,8.85,-0.0,99.74444878287318,0.0,0.0
x792,0.0,37.02279338923552,37.02279338923552,-0.0,48.19,8.85,-0.0,37.02279338923552,0.0,0.0
x832,0.0,168.58373991916952,168.58373991916952,-1e-08,65.64,-1e-08,-0.0,150.52373941916963,0.0,18.060000499999887
x900,0.0,46.66927022794584,46.66927022794584,-1e-08,48.19,-1e-08,-1e-08,46.66927022794584,0.0,0.0
x901,0.0,74.86927689440165,74.86927689440165,-1e-08,48.19,-1e-08,-1e-08,74.86927689440165,0.0,0.0
x902,0.0,347.6749995,347.6749995,-1e-08,47.42,-1e-08,-1e-08,347.6749995,0.0,0.0
x903,0.0,13.684743648639824,13.684743648639824,-1e-08,47.42,-1e-08,-1e-08,13.684743648639824,0.0,0.0
x904,0.0,279.0400005,279.0400005,-1e-08,47.42,-1e-08,-1e-08,279.0400005,0.0,0.0
x905,0.0,131.6264559463782,131.6264559463782,-0.0,48.19,-1e-08,-0.0,131.6264559463782,0.0,0.0
x946,0.0,5.88,5.88,-0.0,47.42,-1e-08,-0.0,5.88,0.0,0.0
x947,0.0,5.58,5.58,-0.0,47.42,-1e-08,-0.0,5.58,0.0,0.0
x949,0.0,6.51,6.51,-0.0,37.28,-1e-08,-0.0,6.51,0.0,0.0
x950,0.0,5.445,5.445,-0.0,37.28,-1e-08,-0.0,5.445,0.0,0.0
x951,0.0,8.415000000000001,8.415000000000001,-0.0,36.05,-1e-08,-0.0,8.415000000000001,0.0,0.0
x952,0.0,13.305,13.305,-0.0,36.05,-1e-08,-0.0,13.305,0.0,0.0
x984,0.0,134.2264972684893,134.2264972684893,-1e-08,37.28,-1e-08,-0.0,134.2264972684893,0.0,0.0
x985,0.0,477.4600005,477.4600005,-0.0,36.05,-1e-08,-0.0,477.4600005,0.0,0.0
x986,0.0,186.7218853580529,186.7218853580529,-0.0,36.05,-1e-08,-0.0,186.7218853580529,0.0,0.0
x987,0.0,442.2021165850216,442.2021165850216,-0.0,36.05,-1e-08,-0.0,442.2021165850216,0.0,0.0
x988,0.0,436.3688906043881,436.3688906043881,-0.0,36.05,-1e-08,-0.0,436.3688906043881,0.0,0.0
x991,0.0,699.5380308957779,699.5380308957779,-0.0,48.53,0.184822900853085,-0.0,0.0,699.5380308957779,0.0
x992,0.0,572.259739873769,572.259739873769,-0.0,65.64,-1e-08,-0.0,572.259739873769,0.0,0.0
x993,0.0,883.0108996479194,883.0108996479194,-1e-08,66.57,-1e-08,-1e-08,484.1908991479194,0.0,398.8200004999999
x994,0.0,1562.5799989999996,1562.5799989999996,-1e-08,66.57,-1e-08,-1e-08,1039.7299995,0.0,522.8499994999995
x995,0.0,2789.495,2789.495,-1e-08,66.57,-1e-08,-1e-08,1102.125,585.2449999999999,1102.125
x996,0.0,2908.9849985,2908.9849985,-1e-08,65.64,-1e-08,-1e-08,1141.9549995,625.0749995000001,1141.9549995
x997,0.0,3037.5650015,3037.5650015,-1e-08,65.64,-1e-08,-1e-08,1184.8150005,667.9350005000001,1184.8150005
x998,335.4526789985148,2170.7703503972634,2506.223029395778,-1e-08,65.64,-1e-08,-1e-08,1168.8649995,168.4930303957782,1168.8649995
x999,8.217660620661263,2170.7703503972652,2178.9880110179265,-1e-08,65.64,-1e-08,-1e-08,1062.6049995,53.77801201792624,1062.6049995
x1000,0.0,1805.109999,1805.109999,-1e-08,66.57,-1e-08,-1e-08,902.5549995,0.0,902.5549995
x1001,0.0,1048.4919449622782,1048.4919449622782,-1e-08,66.57,0.2535268911258472,-1e-08,354.68694446227823,0.0,693.8050005
x1002,0.0,959.8834389098772,959.8834389098772,-1e-08,66.57,8.85,-1e-08,0.0,427.7584389098772,532.125
x1003,0.0,729.0838261352592,729.0838261352592,-1e-08,76.86,37.06,-1e-08,259.0838266352592,0.0,469.9999995
x1004,0.0,441.79122613525954,441.79122613525954,-0.0,76.86,37.06,-1e-08,0.0,0.0,441.79122613525954
x1005,0.0,355.92996312433286,355.92996312433286,-1e-08,76.86,37.06,-1e-08,0.0,355.92996312433286,0.0
x1006,0.0,509.7042170557596,509.7042170557596,-1e-08,66.57,37.06,-1e-08,0.0,509.7042170557596,0.0
x1007,0.0,599.9530308957782,599.9530308957782,-1e-08,65.64,8.85,-1e-08,0.0,599.9530308957782,0.0
x1008,0.0,637.928031395778,637.928031395778,-1e-08,48.53,8.85,-1e-08,0.0,637.928031395778,0.0
x1009,0.0,658.8880308957781,658.8880308957781,-1e-08,48.53,8.85,-1e-08,0.0,658.8880308957781,0.0
x1010,0.0,668.2130313957781,668.2130313957781,-1e-08,48.19,8.85,-1e-08,0.0,668.2130313957781,0.0
x1011,0.0,664.953030395778,664.953030395778,-0.0,48.19,8.85,-0.0,0.0,664.953030395778,0.0
x1012,0.0,642.288030395778,642.288030395778,-0.0,48.53,8.85,-0.0,0.0,642.288030395778,0.0
x1013,0.0,603.778030895778,603.778030895778,-0.0,65.64,8.85,-0.0,0.0,603.778030895778,0.0
x1014,0.0,530.2529286901483,530.2529286901483,-0.0,66.57,8.85,-0.0,0.0,530.2529286901483,0.0
x1019,0.0,1633.8124796086126,1633.8124796086126,-1e-08,66.57,-1e-08,-1e-08,660.3224796086123,745.1850000000001,228.30500000000015
x1020,0.0,2067.7700015,2067.7700015,-1e-08,66.57,-1e-08,-1e-08,861.5500005000001,861.5500005000001,344.6700005
x1021,0.0,2451.8299985,2451.8299985,-1e-08,66.57,-1e-08,-1e-08,989.5699995,989.5699995,472.6899995
x1022,0.0,2773.7599984999997,2773.7599984999997,-1e-08,66.57,-1e-08,-1e-08,1096.8799995,1096.8799995,579.9999994999997
x1023,0.0,2966.8549985,2966.8549985,-1e-08,66.57,-1e-08,-1e-08,1161.2449995,1161.2449995,644.3649995000003
x1024,389.5276804985142,2654.2623195014858,3043.79,-1e-08,66.57,-1e-08,-1e-08,1186.89,1186.89,670.0099999999998
x1025,417.0526819985148,1458.1973190014855,1875.2500010000003,-1e-08,66.57,-1e-08,-1e-08,1196.0650005,0.0,679.1850005000003
x1026,441.8176804985151,1006.0873579011127,1447.9050383996278,-1e-08,76.86,-1e-08,-1e-08,1204.3200000000002,0.0,243.5850383996276
x1027,482.9926804985148,621.8429799844002,1104.835660482915,-1e-08,76.86,8.85,-1e-08,1104.835660482915,0.0,0.0
x1028,493.312678998514,627.2242069850049,1120.536885983519,-1e-08,76.86,8.85,-1e-08,194.8188560877404,221.11303039577808,704.6049995000003
x1029,467.1976804985147,1958.3623195014852,2425.56,-1e-08,76.86,8.85,-1e-08,1212.78,0.0,1212.78
x1030,371.2876819985145,1866.3612920529354,2237.64897405145,-1e-08,66.57,8.85,-1e-08,1056.8389735514502,0.0,1180.8100005
x1031,42.92268199851469,1953.9227962768125,1996.8454782753272,-1e-08,65.64,0.2499850551935916,-1e-08,925.4904777753272,0.0,1071.3550005
x1032,0.0,1245.6392250845865,1245.6392250845865,-1e-08,48.53,8.85,-1e-08,347.86422458458674,0.0,897.7750004999999
x1033,0.0,1735.5457688807687,1735.5457688807687,-1e-08,48.19,8.85,-1e-08,268.62773898499074,724.8330303957781,742.0849995
x1034,0.0,1139.5691014922,1139.5691014922,-1e-08,48.19,8.85,-1e-08,0.0,549.0491014922001,590.52
x1035,0.0,733.5963721270086,733.5963721270086,-1e-08,48.53,8.85,-1e-08,262.0113721270086,0.0,471.585
x1036,0.0,608.7519077244518,608.7519077244518,-1e-08,48.53,8.85,-1e-08,178.5219077244518,0.0,430.23
x1037,0.0,594.771796288522,594.771796288522,-0.0,65.64,37.06,-1e-08,169.18179578852198,0.0,425.5900005
x1038,0.0,430.275,430.275,-0.0,66.57,37.06,-1e-08,0.0,0.0,430.275
x1039,0.0,310.86540506197184,310.86540506197184,-0.0,76.86,37.06,-1e-08,0.0,0.0,310.86540506197184
x1040,0.0,203.35831394869723,203.35831394869723,-0.0,76.86,8.85,-1e-08,0.0,0.0,203.35831394869723
x1041,0.0,363.7863059397784,363.7863059397784,-0.0,76.86,8.85,-1e-08,0.0,0.0,363.7863059397784
x1042,0.0,587.3061920813706,587.3061920813706,-0.0,76.86,-1e-08,-1e-08,20.413362185592405,374.4030303957781,192.4897995000001
x1044,0.0,577.0497570695248,577.0497570695248,-0.0,76.86,-1e-08,-1e-08,8.455449096603047,206.0193074729218,362.5750005
x1066,0.0,1538.8093829245995,1538.8093829245995,-1e-08,76.86,-1e-08,-1e-08,615.6093819245999,720.0400005,203.16000049999968
x1067,0.0,1612.6726943362141,1612.6726943362141,-1e-08,76.86,-1e-08,-1e-08,655.232694336214,737.16,220.2800000000001
x1068,0.0,1669.751376838024,1669.751376838024,-1e-08,76.86,-1e-08,-1e-08,685.0213758380241,750.8050005,233.9250005
x1069,0.0,1724.2644320565462,1724.2644320565462,-1e-08,66.57,-1e-08,-1e-08,705.2144310565461,767.9650005,251.0850005000001
x1070,0.0,2262.7557664542533,2262.7557664542533,-1e-08,66.57,-1e-08,-1e-08,698.7857674542532,781.9849995,781.9849995
x1071,0.0,2253.2248216128655,2253.2248216128655,-1e-08,66.57,-1e-08,-1e-08,665.7348226128653,793.7449995,793.7449995
x1072,0.0,2095.9180929591394,2095.9180929591394,-1e-08,65.64,-1e-08,-1e-08,564.118092959139,765.9000000000001,765.9000000000001
x1074,0.0,588.8902625903652,588.8902625903652,-0.0,66.57,8.85,-0.0,0.0,588.8902625903652,0.0
x1075,0.0,523.7458577855487,523.7458577855487,-0.0,76.86,8.85,-0.0,0.0,523.7458577855487,0.0
x1076,0.0,459.9558221402386,459.9558221402386,-0.0,76.86,8.85,-0.0,0.0,459.9558221402386,0.0
x1077,0.0,385.2360668347535,385.2360668347535,-0.0,76.86,8.85,-0.0,0.0,385.2360668347535,0.0
x1078,0.0,374.9971686366422,374.9971686366422,-0.0,66.57,8.85,-0.0,0.0,374.9971686366422,0.0
x1079,0.0,425.47357537764026,425.47357537764026,-0.0,48.53,8.85,-0.0,0.0,425.47357537764026,0.0
x1080,0.0,522.4379102906313,522.4379102906313,-0.0,48.53,8.85,-0.0,0.0,522.4379102906313,0.0
x1081,0.0,589.498030895778,589.498030895778,-0.0,48.19,8.85,-0.0,0.0,589.498030895778,0.0
x1082,0.0,601.3980303957782,601.3980303957782,-0.0,48.19,8.85,-0.0,0.0,601.3980303957782,0.0
x1083,0.0,595.0630308957781,595.0630308957781,-0.0,48.19,8.85,-0.0,0.0,595.0630308957781,0.0
x1084,0.0,566.4830313957781,566.4830313957781,-0.0,48.19,8.85,-0.0,0.0,566.4830313957781,0.0
x1087,0.0,328.643836632652,328.643836632652,-0.0,48.19,8.85,-0.0,328.643836632652,0.0,0.0
x1088,0.0,223.65000034173204,223.65000034173204,-1e-08,48.53,-0.0,-0.0,223.65000034173204,0.0,0.0
x1090,0.0,961.730080706107,961.730080706107,-1e-08,48.53,-1e-08,-1e-08,367.3500807061073,555.63,38.74999999999966
x1091,0.0,1598.5587325753386,1598.5587325753386,-1e-08,48.53,-1e-08,-1e-08,440.5987315753386,578.9800005,578.9800005
x1092,0.0,1651.2754473961534,1651.2754473961534,-1e-08,48.19,-1e-08,-1e-08,473.8254483961533,588.7249995,588.7249995
x1093,0.0,1584.877352212141,1584.877352212141,-1e-08,48.19,-1e-08,-1e-08,438.647351212141,573.1150005,573.1150005
x1094,0.0,1430.4034856153075,1430.4034856153075,-1e-08,48.19,-1e-08,-1e-08,351.9334856153075,539.235,539.235
x1096,0.0,158.16501307479365,158.16501307479365,-1e-08,48.19,-1e-08,-1e-08,158.16501307479365,0.0,0.0
x1097,0.0,59.63772064444839,59.63772064444839,-1e-08,48.53,-1e-08,-1e-08,59.63772064444839,0.0,0.0
x1098,0.0,205.43956584857847,205.43956584857847,-1e-08,65.64,8.85,-0.0,205.43956584857847,0.0,0.0
x1099,0.0,174.70520068907194,174.70520068907194,-0.0,65.64,8.85,-0.0,174.70520068907194,0.0,0.0
x1100,0.0,201.7618813386928,201.7618813386928,-0.0,65.64,8.85,-0.0,201.7618813386928,0.0,0.0
x1101,0.0,204.1308649153243,204.1308649153243,-1e-08,65.64,8.85,-0.0,204.1308649153243,0.0,0.0
x1102,0.0,127.3142136514623,127.3142136514623,-1e-08,48.53,8.85,-0.0,127.3142136514623,0.0,0.0
x1103,0.0,29.40788137273489,29.40788137273489,-0.0,48.19,8.85,-0.0,29.40788137273489,0.0,0.0
x1118,0.0,28.346632131715975,28.346632131715975,-1e-08,48.19,-1e-08,-1e-08,28.346632131715975,0.0,0.0
x1119,0.0,127.72357134658864,127.72357134658864,-1e-08,48.19,-1e-08,-0.0,127.72357134658864,0.0,0.0
x1121,0.0,352.19794897227155,352.19794897227155,-0.0,48.19,-1e-08,-0.0,0.0,352.19794897227155,0.0
x1139,0.0,757.5858213532548,757.5858213532548,-1e-08,76.86,-1e-08,-0.0,201.2658223532549,536.5999995,19.71999949999997
x1140,0.0,738.4808842182624,738.4808842182624,-1e-08,76.86,-1e-08,-0.0,203.05088421826275,526.1550000000001,9.274999999999636
x1141,0.0,820.8260452473127,820.8260452473127,-1e-08,76.86,-1e-08,-0.0,241.06604424731256,548.3200005,31.44000050000011
x1142,0.0,998.408890404688,998.408890404688,-1e-08,66.57,-1e-08,-0.0,317.08889040468824,599.0999999999999,82.2199999999998
x1143,0.0,1186.9106879900278,1186.9106879900278,-1e-08,66.57,-1e-08,-0.0,400.860687990028,651.4649999999999,134.5849999999998
x1145,0.0,780.2277472430301,780.2277472430301,-1e-08,66.57,-1e-08,-0.0,534.6327467430303,0.0,245.5950004999997
x1168,0.0,234.1088536056537,234.1088536056537,-0.0,48.19,-1e-08,-0.0,234.1088536056537,0.0,0.0
x1215,0.0,41.7526567376292,41.7526567376292,-0.0,65.64,-1e-08,-0.0,41.7526567376292,0.0,0.0
x1216,0.0,85.55793383023877,85.55793383023877,-0.0,65.64,-1e-08,-0.0,85.55793383023877,0.0,0.0
x1233,0.0,366.225,366.225,-0.0,66.57,-1e-08,-0.0,366.225,0.0,0.0
x1234,0.0,14.424492022153572,14.424492022153572,-1e-08,66.57,-1e-08,-1e-08,14.424492022153572,0.0,0.0
x1237,0.0,148.68576098824718,148.68576098824718,-1e-08,65.64,-1e-08,-1e-08,148.68576098824718,0.0,0.0
x1238,0.0,1308.866526901068,1308.866526901068,-1e-08,65.64,-1e-08,-1e-08,226.7565279010679,541.0549995,541.0549995
x1239,0.0,1031.8035637799828,1031.8035637799828,-1e-08,65.64,-1e-08,-1e-08,343.4835647799828,602.5999995000001,85.71999949999986
x1240,0.0,1205.4000914391688,1205.4000914391688,-1e-08,65.64,-1e-08,-1e-08,428.9400924391688,646.6699995,129.78999950000002
x1243,0.0,578.439229040789,578.439229040789,-0.0,66.57,8.85,-0.0,0.0,578.439229040789,0.0
x1244,0.0,590.3345052508382,590.3345052508382,-0.0,66.57,8.85,-0.0,0.0,590.3345052508382,0.0
x1245,0.0,580.7738464579141,580.7738464579141,-0.0,66.57,8.85,-0.0,0.0,580.7738464579141,0.0
x1246,0.0,599.9776281151161,599.9776281151161,-0.0,65.64,8.85,-0.0,0.0,599.9776281151161,0.0
x1247,0.0,615.0553598334155,615.0553598334155,-0.0,48.19,8.85,-0.0,0.0,615.0553598334155,0.0
x1248,0.0,605.7971397260866,605.7971397260866,-0.0,48.19,8.85,-0.0,0.0,605.7971397260866,0.0
x1249,0.0,578.7407688020492,578.7407688020492,-0.0,48.19,8.85,-0.0,0.0,578.7407688020492,0.0
x1250,0.0,533.912547694721,533.912547694721,-0.0,48.19,8.85,-0.0,0.0,533.912547694721,0.0
x1251,0.0,513.9548912670414,513.9548912670414,-0.0,48.19,8.85,-0.0,0.0,513.9548912670414,0.0
